Query SET-a=1 took=1078000000ns, start time=246645078000000, end time=246646156000000, view num=0
Query READ-e took=47000000ns, start time=246673484000000, end time=246673531000000, view num=0
Query READ-f took=125000000ns, start time=246673562000000, end time=246673687000000, view num=0
Query READ-g took=78000000ns, start time=246673703000000, end time=246673781000000, view num=0
Query SET-j=1234 took=265000000ns, start time=246673828000000, end time=246674093000000, view num=0
Query READ-j took=62000000ns, start time=246674125000000, end time=246674187000000, view num=0
Query SET-i=95 took=297000000ns, start time=246674203000000, end time=246674500000000, view num=0
Query READ-i took=47000000ns, start time=246674562000000, end time=246674609000000, view num=0
Query READ-e took=62000000ns, start time=246674625000000, end time=246674687000000, view num=0
Query READ-j took=62000000ns, start time=246674750000000, end time=246674812000000, view num=0
Query READ-i took=109000000ns, start time=246674828000000, end time=246674937000000, view num=0
Query READ-e took=62000000ns, start time=246674953000000, end time=246675015000000, view num=0
Query SET-q=45 took=188000000ns, start time=246675046000000, end time=246675234000000, view num=0
Query SET-s=50 took=250000000ns, start time=246675312000000, end time=246675562000000, view num=0
Query READ-q took=140000000ns, start time=246675578000000, end time=246675718000000, view num=0
Query READ-s took=93000000ns, start time=246675750000000, end time=246675843000000, view num=0
Query SET-b=97 took=171000000ns, start time=246675875000000, end time=246676046000000, view num=0
Runtime Taken 30984000000 start time 246645078000000 end time 246676062000000
